Stock,Timeframe,EMA Pair,Cross Time,Touch Time,Touch Open,Touch High,Touch Low,Touch Close,EMA21 @ Touch,EMA50 @ Touch,Touch Zone,Candles After Cross,EMA10 @ Touch,EMA20 @ Touch,Entry,SL Price,Target Price,Outcome,SL Hit Time,Target Hit Time,Max High Seen,PnL %,Duration
ICICIBANK,1h,EMA21/EMA50,2026-02-03 12:15:00,2026-02-10 10:15:00,1398.7,1400.7,1396.0,1399.9,1397.54,1390.23,Between Slow & Fast EMA,33,,,1399.9,1329.9,1497.89,SL HIT,2026-03-04 09:15:00,Not Hit,1433.9,-5.0,104h
ICICIBANK,1h,EMA21/EMA50,2026-02-03 12:15:00,2026-02-10 12:15:00,1398.5,1406.9,1396.0,1404.9,1398.28,1391.11,Between Slow & Fast EMA,35,,,1404.9,1334.65,1503.24,SL HIT,2026-03-04 09:15:00,Not Hit,1433.9,-5.0,102h
ICICIBANK,1h,EMA21/EMA50,2026-02-03 12:15:00,2026-02-13 12:15:00,1411.7,1419.8,1410.7,1418.0,1416.05,1405.77,Between Slow & Fast EMA,56,,,1418.0,1347.1,1517.26,SL HIT,2026-03-04 09:15:00,Not Hit,1418.2,-5.0,81h
ICICIBANK,1h,EMA21/EMA50,2026-02-03 12:15:00,2026-02-16 15:15:00,1410.2,1414.0,1409.4,1413.0,1412.64,1407.37,Between Slow & Fast EMA,66,,,1413.0,1342.35,1511.91,SL HIT,2026-03-04 09:15:00,Not Hit,1411.3,-5.0,71h
ICICIBANK,1h,EMA21/EMA50,2026-02-03 12:15:00,2026-02-18 14:15:00,1404.1,1410.0,1403.2,1407.9,1405.61,1405.4,At/Below Slow EMA,79,,,1407.9,1337.51,1506.45,SL HIT,2026-03-04 09:15:00,Not Hit,1410.1,-5.0,58h
ICICIBANK,1h,EMA21/EMA50,2026-04-08 09:15:00,2026-04-13 09:15:00,1304.9,1311.6,1297.2,1310.0,1298.84,1274.67,Between Slow & Fast EMA,21,,,1310.0,1244.5,1401.7,OPEN,Not Hit,Not Hit,1392.3,-3.34,125h
ICICIBANK,1h,EMA21/EMA50,2026-04-08 09:15:00,2026-04-17 12:15:00,1339.1,1343.2,1338.1,1341.7,1339.41,1317.64,Between Slow & Fast EMA,45,,,1341.7,1274.62,1435.62,SL HIT,2026-04-30 09:15:00,Not Hit,1392.3,-5.0,60h
ICICIBANK,1h,EMA21/EMA50,2026-04-08 09:15:00,2026-04-17 14:15:00,1341.6,1346.5,1339.2,1346.1,1340.22,1319.67,Between Slow & Fast EMA,47,,,1346.1,1278.79,1440.33,SL HIT,2026-04-29 15:15:00,Not Hit,1392.3,-5.0,57h
INFY,1h,EMA21/EMA50,2026-01-16 10:15:00,2026-01-22 11:15:00,1659.0,1662.2,1654.5,1660.4,1657.44,1648.19,Between Slow & Fast EMA,29,,,1660.4,1577.38,1776.63,SL HIT,2026-02-04 09:15:00,Not Hit,1727.2,-5.0,61h
INFY,1h,EMA21/EMA50,2026-01-16 10:15:00,2026-01-22 14:15:00,1656.1,1666.6,1654.2,1663.3,1657.69,1649.33,Between Slow & Fast EMA,32,,,1663.3,1580.13,1779.73,SL HIT,2026-02-04 09:15:00,Not Hit,1727.2,-5.0,58h
INFY,1h,EMA21/EMA50,2026-01-16 10:15:00,2026-01-23 14:15:00,1663.2,1672.1,1662.3,1670.2,1662.6,1653.82,Between Slow & Fast EMA,39,,,1670.2,1586.69,1787.11,SL HIT,2026-02-04 09:15:00,Not Hit,1727.2,-5.0,51h
INFY,1h,EMA21/EMA50,2026-03-24 12:15:00,2026-03-25 09:15:00,1270.0,1282.6,1265.1,1281.4,1266.43,1261.35,Between Slow & Fast EMA,4,,,1281.4,1217.33,1371.1,TARGET HIT,Not Hit,2026-04-08 09:15:00,1376.6,7.0,49h
INFY,1h,EMA21/EMA50,2026-03-24 12:15:00,2026-03-27 12:15:00,1278.1,1281.4,1275.3,1280.1,1275.7,1268.16,Between Slow & Fast EMA,14,,,1280.1,1216.09,1369.71,TARGET HIT,Not Hit,2026-04-08 09:15:00,1376.6,7.0,39h
INFY,1h,EMA21/EMA50,2026-04-01 09:15:00,2026-04-02 12:15:00,1266.0,1273.7,1263.2,1273.6,1272.57,1269.83,At/Below Slow EMA,10,,,1273.6,1209.92,1362.75,TARGET HIT,Not Hit,2026-04-08 09:15:00,1376.6,7.0,18h
INFY,1h,EMA21/EMA50,2026-04-01 09:15:00,2026-04-02 13:15:00,1273.1,1294.5,1272.7,1294.5,1274.56,1270.8,Between Slow & Fast EMA,11,,,1294.5,1229.77,1385.12,SL HIT,2026-04-23 15:15:00,Not Hit,1376.6,-5.0,93h
INFY,1h,EMA21/EMA50,2026-04-01 09:15:00,2026-04-07 09:15:00,1302.0,1322.4,1294.4,1321.0,1296.23,1283.5,Between Slow & Fast EMA,21,,,1321.0,1254.95,1413.47,SL HIT,2026-04-23 09:15:00,Not Hit,1376.6,-5.0,77h
INFY,1h,EMA21/EMA50,2026-04-01 09:15:00,2026-04-09 12:15:00,1325.0,1331.9,1324.5,1330.5,1326.73,1308.82,Between Slow & Fast EMA,38,,,1330.5,1263.97,1423.63,SL HIT,2026-04-22 10:15:00,Not Hit,1337.3,-5.0,54h
INFY,1h,EMA21/EMA50,2026-04-01 09:15:00,2026-04-09 14:15:00,1328.5,1337.3,1325.0,1334.6,1327.56,1310.56,Between Slow & Fast EMA,40,,,1334.6,1267.87,1428.02,SL HIT,2026-04-13 09:15:00,Not Hit,1334.6,-5.0,9h
INFY,1h,EMA21/EMA50,2026-04-16 10:15:00,2026-04-17 09:15:00,1313.0,1328.3,1306.9,1315.4,1307.58,1304.29,Between Slow & Fast EMA,6,,,1315.4,1249.63,1407.48,SL HIT,2026-04-23 13:15:00,Not Hit,1325.0,-5.0,32h
INFY,1h,EMA21/EMA50,2026-04-16 10:15:00,2026-04-17 13:15:00,1310.9,1312.8,1308.5,1312.6,1309.22,1305.55,Between Slow & Fast EMA,10,,,1312.6,1246.97,1404.48,SL HIT,2026-04-23 13:15:00,Not Hit,1325.0,-5.0,28h
INFY,1h,EMA21/EMA50,2026-04-16 10:15:00,2026-04-17 14:15:00,1312.7,1319.2,1307.6,1318.7,1310.08,1306.06,Between Slow & Fast EMA,11,,,1318.7,1252.76,1411.01,SL HIT,2026-04-23 09:15:00,Not Hit,1325.0,-5.0,23h
INFY,1h,EMA21/EMA50,2026-04-16 10:15:00,2026-04-20 10:15:00,1311.9,1316.8,1310.0,1316.6,1311.56,1307.2,Between Slow & Fast EMA,14,,,1316.6,1250.77,1408.76,SL HIT,2026-04-23 09:15:00,Not Hit,1325.0,-5.0,20h
INFY,1h,EMA21/EMA50,2026-04-16 10:15:00,2026-04-21 09:15:00,1310.0,1314.0,1299.4,1313.6,1312.58,1308.66,At/Below Slow EMA,20,,,1313.6,1247.92,1405.55,SL HIT,2026-04-23 13:15:00,Not Hit,1325.0,-5.0,18h
INFY,1h,EMA21/EMA50,2026-04-16 10:15:00,2026-04-21 10:15:00,1313.9,1319.8,1312.0,1318.4,1313.11,1309.04,Between Slow & Fast EMA,21,,,1318.4,1252.48,1410.69,SL HIT,2026-04-23 09:15:00,Not Hit,1325.0,-5.0,13h
INFY,1h,EMA21/EMA50,2026-04-16 10:15:00,2026-04-21 15:15:00,1312.3,1315.8,1311.8,1314.6,1313.61,1310.06,Between Slow & Fast EMA,26,,,1314.6,1248.87,1406.62,SL HIT,2026-04-23 13:15:00,Not Hit,1295.0,-5.0,12h
RELIANCE,1h,EMA21/EMA50,2026-02-03 11:15:00,2026-02-06 10:15:00,1437.9,1448.8,1437.5,1448.0,1439.03,1424.55,Between Slow & Fast EMA,20,,,1448.0,1375.6,1549.36,SL HIT,2026-03-02 09:15:00,Not Hit,1473.0,-5.0,111h
RELIANCE,1h,EMA21/EMA50,2026-02-03 11:15:00,2026-02-06 13:15:00,1440.7,1444.5,1438.4,1442.0,1439.73,1426.51,Between Slow & Fast EMA,23,,,1442.0,1369.9,1542.94,SL HIT,2026-03-02 09:15:00,Not Hit,1473.0,-5.0,108h
RELIANCE,1h,EMA21/EMA50,2026-02-03 11:15:00,2026-02-06 14:15:00,1442.4,1451.4,1440.0,1450.4,1440.7,1427.45,Between Slow & Fast EMA,24,,,1450.4,1377.88,1551.93,SL HIT,2026-03-02 09:15:00,Not Hit,1473.0,-5.0,107h
RELIANCE,1h,EMA21/EMA50,2026-02-03 11:15:00,2026-02-10 14:15:00,1455.3,1463.3,1454.6,1456.6,1455.07,1441.57,Between Slow & Fast EMA,38,,,1456.6,1383.77,1558.56,SL HIT,2026-03-02 09:15:00,Not Hit,1473.0,-5.0,93h
RELIANCE,1h,EMA21/EMA50,2026-03-09 09:15:00,2026-03-09 11:15:00,1395.7,1406.0,1391.1,1398.9,1393.92,1393.22,At/Below Slow EMA,2,,,1398.9,1328.95,1496.82,SL HIT,2026-04-02 09:15:00,Not Hit,1433.6,-5.0,110h
RELIANCE,1h,EMA21/EMA50,2026-03-09 09:15:00,2026-03-10 15:15:00,1408.6,1412.2,1405.7,1410.9,1405.71,1399.99,Between Slow & Fast EMA,13,,,1410.9,1340.36,1509.66,SL HIT,2026-03-30 09:15:00,Not Hit,1433.6,-5.0,85h
RELIANCE,1h,EMA21/EMA50,2026-03-09 09:15:00,2026-03-12 10:15:00,1393.8,1410.9,1393.5,1406.9,1400.79,1399.18,At/Below Slow EMA,22,,,1406.9,1336.56,1505.38,SL HIT,2026-03-30 09:15:00,Not Hit,1430.4,-5.0,76h
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-19 09:15:00,1388.0,1408.0,1388.0,1406.5,1401.58,1398.35,At/Below Slow EMA,6,,,1406.5,1336.17,1504.96,SL HIT,2026-03-30 09:15:00,Not Hit,1430.4,-5.0,42h
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-20 09:15:00,1398.0,1422.5,1398.0,1422.3,1400.63,1398.59,At/Below Slow EMA,13,,,1422.3,1351.18,1521.86,SL HIT,2026-03-27 12:15:00,Not Hit,1430.4,-5.0,31h
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-23 13:15:00,1400.5,1412.0,1399.0,1409.2,1406.62,1403.16,At/Below Slow EMA,24,,,1409.2,1338.74,1507.84,SL HIT,2026-03-30 09:15:00,Not Hit,1430.4,-5.0,24h
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-24 10:15:00,1413.3,1415.9,1406.7,1413.7,1407.71,1404.15,Between Slow & Fast EMA,28,,,1413.7,1343.01,1512.66,SL HIT,2026-03-30 09:15:00,Not Hit,1430.4,-5.0,20h
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-24 12:15:00,1411.4,1420.1,1408.5,1416.3,1408.8,1404.9,Between Slow & Fast EMA,30,,,1416.3,1345.48,1515.44,SL HIT,2026-03-27 14:15:00,Not Hit,1430.4,-5.0,16h
RELIANCE,1h,EMA21/EMA50,2026-03-18 10:15:00,2026-03-24 15:15:00,1411.5,1414.6,1408.2,1414.0,1409.76,1405.77,Between Slow & Fast EMA,33,,,1414.0,1343.3,1512.98,SL HIT,2026-03-30 09:15:00,Not Hit,1430.4,-5.0,15h
RELIANCE,1h,EMA21/EMA50,2026-04-17 10:15:00,2026-04-22 10:15:00,1355.9,1365.3,1355.9,1363.9,1357.55,1351.64,Between Slow & Fast EMA,21,,,1363.9,1295.7,1459.37,TARGET HIT,Not Hit,2026-05-04 12:15:00,1464.2,7.0,51h
RELIANCE,1h,EMA21/EMA50,2026-04-17 10:15:00,2026-04-22 14:15:00,1360.6,1363.5,1358.6,1363.4,1359.18,1353.28,Between Slow & Fast EMA,25,,,1363.4,1295.23,1458.84,TARGET HIT,Not Hit,2026-05-04 12:15:00,1464.2,7.0,47h
RELIANCE,1h,EMA21/EMA50,2026-04-28 09:15:00,2026-04-30 10:15:00,1398.6,1400.3,1393.1,1400.2,1393.61,1374.37,Between Slow & Fast EMA,15,,,1400.2,1330.19,1498.21,OPEN,Not Hit,Not Hit,1473.4,2.56,40h
RELIANCE,1h,EMA21/EMA50,2026-04-28 09:15:00,2026-05-08 15:15:00,1434.5,1437.4,1434.4,1436.0,1435.2,1426.82,Between Slow & Fast EMA,55,,,1436.0,1364.2,1536.52,OPEN,Not Hit,Not Hit,,0.0,0h
TCS,1h,EMA21/EMA50,2026-01-01 10:15:00,2026-01-05 11:15:00,3223.3,3231.3,3220.0,3228.3,3227.65,3220.6,At/Below Slow EMA,15,,,3228.3,3066.89,3454.28,SL HIT,2026-02-04 09:15:00,Not Hit,3350.0,-5.0,145h
TCS,1h,EMA21/EMA50,2026-01-01 10:15:00,2026-01-06 09:15:00,3210.0,3248.0,3206.3,3238.1,3226.07,3221.09,At/Below Slow EMA,20,,,3238.1,3076.19,3464.77,SL HIT,2026-02-04 09:15:00,Not Hit,3350.0,-5.0,140h
TCS,1h,EMA21/EMA50,2026-01-01 10:15:00,2026-01-07 09:15:00,3242.9,3280.5,3236.7,3276.3,3238.25,3228.06,Between Slow & Fast EMA,27,,,3276.3,3112.49,3505.64,SL HIT,2026-01-20 14:15:00,Not Hit,3300.6,-5.0,61h
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-01 15:15:00,2410.0,2414.0,2405.3,2411.0,2406.85,2406.31,At/Below Slow EMA,2,,,2411.0,2290.45,2579.77,TARGET HIT,Not Hit,2026-04-08 09:15:00,2579.9,7.0,22h
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-02 11:15:00,2405.3,2414.7,2403.1,2406.6,2406.59,2406.25,At/Below Slow EMA,5,,,2406.6,2286.27,2575.06,TARGET HIT,Not Hit,2026-04-08 09:15:00,2579.9,7.0,19h
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-02 12:15:00,2407.1,2420.4,2403.0,2419.8,2407.79,2406.78,At/Below Slow EMA,6,,,2419.8,2298.81,2589.19,TARGET HIT,Not Hit,2026-04-09 11:15:00,2598.8,7.0,27h
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-07 09:15:00,2461.0,2500.0,2448.0,2499.8,2448.15,2428.44,Between Slow & Fast EMA,17,,,2499.8,2374.81,2674.79,OPEN,Not Hit,Not Hit,2614.0,-4.1,153h
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-15 09:15:00,2501.9,2553.2,2496.6,2549.3,2510.56,2501.15,At/Below Slow EMA,52,,,2549.3,2421.84,2727.75,SL HIT,2026-04-24 11:15:00,Not Hit,2614.0,-5.0,51h
TCS,1h,EMA21/EMA50,2026-04-01 13:15:00,2026-04-21 09:15:00,2560.0,2593.0,2560.0,2589.5,2573.99,2551.04,Between Slow & Fast EMA,80,,,2589.5,2460.03,2770.77,SL HIT,2026-04-24 09:15:00,Not Hit,2614.0,-5.0,21h
